ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
544|44|Non-Travel|Research & Development|24|Medical|1|Male|1|1|Laboratory Technician|3|Single|3708|2|No|14|9|5|3|5|2|1|4|No
545|47|Travel_Frequently|Sales|3|Medical|4|Female|3|4|Sales Executive|3|Divorced|13770|9|Yes|12|28|2|2|22|2|11|13|No
546|30|Travel_Rarely|Sales|27|Marketing|3|Male|3|2|Sales Executive|4|Divorced|5304|7|No|23|10|2|2|8|7|7|7|No
547|29|Travel_Rarely|Sales|10|Life Sciences|3|Male|3|1|Sales Representative|3|Single|2642|1|No|11|1|6|3|1|0|0|0|No
548|42|Travel_Frequently|Research & Development|19|Medical|3|Male|4|1|Research Scientist|3|Divorced|2759|6|Yes|12|7|2|3|2|2|2|2|Yes
549|43|Travel_Frequently|Sales|15|Life Sciences|4|Male|2|2|Sales Executive|4|Married|6804|3|No|18|7|5|3|2|2|2|2|No
550|34|Travel_Rarely|Research & Development|8|Medical|2|Female|3|2|Healthcare Representative|3|Single|6142|3|No|11|10|2|3|5|1|4|3|No
551|23|Travel_Rarely|Research & Development|9|Medical|2|Male|3|1|Laboratory Technician|1|Married|2500|1|No|14|5|2|4|4|3|0|2|No
552|39|Travel_Rarely|Human Resources|3|Human Resources|3|Female|4|2|Human Resources|2|Married|6389|9|No|15|12|3|1|8|3|3|6|No
553|56|Travel_Rarely|Research & Development|9|Medical|3|Male|3|4|Healthcare Representative|4|Married|11103|7|No|11|30|1|2|10|7|1|1|No
554|40|Travel_Rarely|Research & Development|2|Medical|4|Female|2|1|Research Scientist|4|Single|2342|0|Yes|20|5|2|2|4|2|2|3|No
555|27|Travel_Rarely|Research & Development|7|Medical|4|Female|2|2|Healthcare Representative|1|Single|6811|8|No|19|9|2|1|7|6|0|7|No
556|29|Travel_Rarely|Sales|10|Marketing|4|Male|3|1|Sales Representative|2|Divorced|2297|1|No|14|2|2|3|2|2|2|2|No
557|53|Travel_Rarely|Research & Development|6|Life Sciences|4|Male|3|2|Laboratory Technician|4|Single|2450|2|No|17|19|4|3|2|2|2|2|No
558|35|Non-Travel|Research & Development|2|Life Sciences|4|Female|3|2|Healthcare Representative|1|Divorced|5093|2|No|11|16|2|4|1|0|0|0|No
559|32|Travel_Frequently|Research & Development|24|Life Sciences|1|Male|3|2|Laboratory Technician|4|Married|5309|1|No|15|10|2|3|10|8|4|7|No
560|38|Travel_Rarely|Research & Development|2|Medical|4|Male|3|1|Research Scientist|3|Married|3057|6|Yes|13|6|0|1|1|0|0|1|No
561|34|Travel_Rarely|Research & Development|8|Life Sciences|2|Female|3|2|Manufacturing Director|1|Divorced|5121|3|No|14|7|3|3|0|0|0|0|No
562|52|Travel_Rarely|Sales|3|Marketing|3|Male|2|4|Manager|1|Married|16856|1|No|11|34|3|4|34|6|1|16|No
563|33|Travel_Rarely|Research & Development|1|Other|4|Male|3|1|Research Scientist|4|Single|2686|1|Yes|13|10|2|2|10|9|7|8|Yes
564|25|Travel_Rarely|Sales|26|Medical|3|Female|3|2|Sales Executive|4|Single|6180|1|No|23|6|5|2|6|5|1|4|No
565|45|Travel_Rarely|Sales|2|Technical Degree|2|Male|1|2|Sales Representative|3|Single|6632|0|No|13|9|3|3|8|7|3|1|No
566|23|Travel_Rarely|Research & Development|10|Medical|1|Male|4|1|Research Scientist|3|Single|3505|1|No|18|2|3|3|2|2|0|2|No
567|47|Travel_Frequently|Sales|27|Life Sciences|2|Female|4|2|Sales Executive|3|Single|6397|4|Yes|12|8|2|3|5|4|1|3|Yes
568|34|Travel_Rarely|Sales|2|Other|4|Male|3|2|Sales Executive|4|Single|6274|1|No|22|6|5|3|6|5|1|4|No
569|55|Travel_Rarely|Research & Development|2|Medical|4|Male|3|5|Manager|1|Married|19859|5|Yes|13|24|2|3|5|2|1|4|Yes
570|36|Non-Travel|Sales|8|Life Sciences|1|Male|2|3|Sales Executive|1|Single|7587|1|No|15|10|1|3|10|7|0|9|No
571|52|Non-Travel|Research & Development|19|Medical|4|Male|3|1|Research Scientist|4|Married|4258|0|No|18|5|3|3|4|3|1|2|No
572|26|Travel_Frequently|Research & Development|1|Life Sciences|1|Female|1|1|Laboratory Technician|4|Divorced|4364|3|No|14|5|2|3|2|2|2|0|No
573|29|Travel_Rarely|Research & Development|27|Medical|2|Female|3|2|Healthcare Representative|3|Married|4335|4|No|12|11|3|2|8|7|1|1|No
574|26|Travel_Rarely|Sales|8|Technical Degree|4|Male|2|2|Sales Executive|1|Single|5326|6|No|17|6|2|2|4|3|1|2|Yes
575|34|Travel_Rarely|Research & Development|1|Life Sciences|2|Female|4|1|Research Scientist|4|Single|3280|2|No|16|10|2|3|4|2|1|3|No
576|54|Travel_Rarely|Research & Development|19|Medical|4|Female|3|2|Manufacturing Director|1|Divorced|5485|9|Yes|11|9|4|3|5|3|1|4|No
577|27|Travel_Frequently|Sales|8|Marketing|3|Male|3|2|Sales Executive|4|Married|4342|0|No|19|5|3|3|4|2|1|1|No
578|37|Travel_Rarely|Research & Development|10|Life Sciences|4|Female|3|1|Research Scientist|1|Divorced|2782|0|Yes|13|6|3|2|5|3|4|3|No
579|38|Travel_Frequently|Research & Development|2|Life Sciences|1|Female|4|2|Manufacturing Director|1|Single|5980|6|Yes|12|17|2|3|15|7|4|12|No
580|34|Travel_Rarely|Research & Development|2|Medical|3|Female|2|1|Research Scientist|1|Single|4381|1|No|11|6|3|3|6|5|1|3|No
581|35|Travel_Rarely|Sales|8|Life Sciences|1|Female|3|1|Sales Representative|4|Married|2572|1|No|16|3|1|2|3|2|0|2|No
582|30|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|1|1|Laboratory Technician|3|Married|3833|3|No|21|7|2|3|2|2|0|2|No
583|40|Travel_Frequently|Research & Development|2|Medical|3|Female|4|2|Healthcare Representative|2|Married|4244|1|No|24|8|2|3|8|7|3|7|No
584|34|Travel_Rarely|Sales|8|Life Sciences|3|Female|3|2|Sales Executive|1|Married|6500|5|No|17|6|1|3|3|2|1|2|No
585|42|Travel_Frequently|Research & Development|8|Life Sciences|2|Male|3|5|Manager|4|Divorced|18430|1|No|13|24|4|2|24|7|14|9|No
586|23|Travel_Rarely|Research & Development|6|Life Sciences|3|Male|4|1|Laboratory Technician|1|Married|1601|1|Yes|21|1|2|3|0|0|0|0|Yes
587|24|Non-Travel|Research & Development|9|Life Sciences|3|Male|2|1|Laboratory Technician|2|Divorced|2694|1|No|11|1|4|3|1|0|0|0|No
588|52|Travel_Rarely|Research & Development|11|Life Sciences|4|Female|3|2|Laboratory Technician|3|Married|3149|8|No|20|9|3|3|5|2|1|4|No
589|50|Travel_Rarely|Research & Development|2|Medical|3|Male|3|4|Research Director|3|Married|17639|5|No|16|30|3|3|4|3|0|3|No
590|29|Travel_Rarely|Research & Development|1|Life Sciences|2|Female|2|1|Laboratory Technician|1|Married|2319|1|Yes|11|1|1|3|1|0|0|0|Yes
591|33|Travel_Rarely|Research & Development|7|Medical|3|Male|3|3|Research Director|3|Married|11691|0|No|11|14|3|4|13|9|3|7|No
592|33|Travel_Rarely|Sales|16|Marketing|1|Female|3|2|Sales Executive|1|Single|5324|5|No|15|6|3|3|3|2|0|2|Yes
593|47|Travel_Rarely|Research & Development|2|Other|3|Female|3|4|Manager|4|Married|16752|1|Yes|11|26|3|2|26|14|3|0|No
594|36|Travel_Rarely|Research & Development|1|Other|3|Female|3|2|Manufacturing Director|2|Married|5228|0|No|15|10|2|3|9|7|0|5|No
595|29|Travel_Rarely|Research & Development|23|Life Sciences|3|Male|4|1|Research Scientist|3|Married|2700|1|No|24|10|3|3|10|7|0|7|No
596|58|Travel_Rarely|Research & Development|2|Life Sciences|4|Male|3|5|Research Director|2|Single|19246|7|Yes|12|40|2|3|31|15|13|8|Yes
597|35|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|4|1|Research Scientist|3|Single|2506|3|No|13|7|0|3|2|2|2|2|No
598|42|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|2|2|Manufacturing Director|4|Married|6062|9|Yes|13|8|4|3|4|3|0|2|No
599|28|Travel_Rarely|Research & Development|2|Medical|3|Male|3|1|Research Scientist|3|Single|4382|6|No|17|5|3|2|2|2|2|1|Yes
600|36|Travel_Rarely|Human Resources|13|Human Resources|3|Male|3|1|Human Resources|2|Married|2143|4|No|13|8|2|3|5|2|0|4|No
601|32|Travel_Rarely|Research & Development|4|Life Sciences|3|Female|2|2|Manufacturing Director|3|Married|6162|1|No|12|14|3|3|14|13|6|8|No
602|40|Travel_Frequently|Research & Development|16|Medical|1|Male|2|2|Laboratory Technician|3|Single|5094|6|No|14|10|6|3|1|0|0|0|No
603|30|Travel_Rarely|Research & Development|2|Medical|3|Female|2|2|Manufacturing Director|4|Single|6877|5|Yes|24|12|4|2|0|0|0|0|No
604|45|Travel_Rarely|Research & Development|2|Life Sciences|2|Female|2|1|Research Scientist|3|Single|2274|1|No|14|1|3|3|1|0|0|0|No
605|42|Travel_Rarely|Research & Development|29|Life Sciences|2|Male|3|2|Manufacturing Director|2|Married|4434|1|No|13|10|3|2|9|8|7|8|No
606|38|Travel_Frequently|Research & Development|12|Life Sciences|1|Male|2|2|Healthcare Representative|1|Divorced|6288|2|No|15|13|3|2|4|3|1|2|No
607|34|Travel_Frequently|Research & Development|16|Life Sciences|3|Female|2|1|Research Scientist|4|Single|2553|1|No|16|6|3|3|5|2|1|3|No
608|49|Travel_Rarely|Sales|11|Marketing|3|Female|3|3|Sales Executive|4|Married|7654|1|No|18|9|3|4|9|8|7|7|Yes
609|55|Travel_Rarely|Sales|2|Medical|3|Male|3|2|Sales Executive|4|Single|5160|4|No|16|12|3|2|9|7|7|3|Yes
610|43|Travel_Rarely|Research & Development|14|Life Sciences|2|Male|3|4|Research Director|1|Married|17159|6|No|24|22|3|3|4|1|1|0|No
611|27|Travel_Rarely|Research & Development|5|Technical Degree|3|Male|2|3|Research Director|4|Divorced|12808|1|Yes|16|9|3|3|9|8|0|8|No
612|35|Travel_Rarely|Research & Development|7|Other|3|Male|3|3|Manufacturing Director|3|Single|10221|3|No|21|17|3|4|8|5|1|6|No
613|28|Travel_Rarely|Sales|2|Marketing|2|Female|3|2|Sales Executive|2|Married|4779|1|Yes|20|8|2|3|8|7|7|5|No
614|34|Travel_Rarely|Human Resources|3|Human Resources|3|Male|3|1|Human Resources|4|Married|3737|0|No|19|4|1|1|3|2|0|2|No
615|26|Travel_Frequently|Research & Development|5|Medical|3|Female|2|1|Research Scientist|3|Married|2366|1|Yes|14|8|2|3|8|7|1|7|Yes
616|27|Non-Travel|Research & Development|3|Medical|4|Male|3|1|Research Scientist|4|Married|1706|1|No|11|0|6|2|0|0|0|0|No
617|51|Travel_Rarely|Sales|26|Marketing|1|Female|3|4|Manager|3|Married|16307|2|No|14|29|2|2|20|6|4|17|No
618|44|Travel_Rarely|Research & Development|4|Medical|4|Male|3|2|Healthcare Representative|2|Single|5933|9|No|12|10|2|2|5|2|2|3|No
619|25|Travel_Rarely|Research & Development|2|Medical|1|Male|4|1|Research Scientist|1|Single|3424|7|No|13|6|3|2|4|3|0|1|No
620|33|Travel_Rarely|Sales|1|Medical|1|Male|4|2|Sales Executive|1|Divorced|4037|1|No|22|9|5|3|9|8|0|8|No
621|35|Travel_Rarely|Research & Development|27|Medical|3|Female|2|1|Research Scientist|1|Single|2559|1|No|11|6|3|2|6|5|1|1|No
622|36|Travel_Rarely|Sales|1|Life Sciences|2|Male|3|2|Sales Executive|4|Married|6201|1|Yes|14|18|1|2|18|14|4|11|No
623|32|Travel_Rarely|Sales|13|Life Sciences|2|Male|3|2|Sales Executive|4|Divorced|4403|2|No|11|8|3|2|5|2|0|3|No
624|30|Travel_Frequently|Research & Development|5|Life Sciences|2|Male|2|1|Research Scientist|4|Divorced|3761|9|No|12|10|3|2|5|4|0|3|No
625|53|Travel_Rarely|Sales|7|Marketing|1|Female|2|3|Sales Executive|4|Married|10934|7|Yes|18|35|3|3|5|2|0|4|No
626|45|Travel_Rarely|Sales|9|Marketing|4|Male|3|3|Sales Executive|1|Divorced|10761|4|Yes|12|18|2|3|5|4|0|2|No
627|32|Travel_Rarely|Research & Development|8|Medical|3|Female|4|2|Research Scientist|3|Married|5175|5|No|12|9|3|2|5|3|1|3|No
628|52|Travel_Frequently|Research & Development|25|Medical|3|Female|2|4|Manufacturing Director|4|Married|13826|3|No|22|31|3|3|9|8|0|0|No
629|37|Travel_Rarely|Sales|16|Marketing|4|Male|2|2|Sales Executive|3|Divorced|6334|4|No|19|9|2|3|1|0|0|0|No
630|28|Travel_Rarely|Human Resources|8|Medical|2|Male|2|1|Human Resources|4|Divorced|4936|1|No|13|6|6|3|5|1|0|4|No
631|22|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|2|2|Manufacturing Director|4|Married|4775|6|No|22|4|2|1|2|2|2|2|No
632|44|Travel_Rarely|Research & Development|8|Life Sciences|1|Male|4|1|Laboratory Technician|4|Married|2818|2|Yes|24|10|2|2|3|2|0|2|No
633|42|Travel_Frequently|Research & Development|2|Medical|2|Male|3|1|Research Scientist|4|Single|2515|5|Yes|14|8|2|3|2|1|2|2|No
634|36|Travel_Rarely|Human Resources|8|Life Sciences|1|Male|2|1|Human Resources|1|Married|2342|0|No|21|6|3|3|5|4|0|3|No
635|25|Travel_Rarely|Sales|3|Other|3|Male|3|2|Sales Executive|1|Married|4194|1|Yes|18|5|3|3|5|3|0|3|No
636|35|Travel_Rarely|Research & Development|9|Life Sciences|4|Female|2|3|Manufacturing Director|3|Married|10685|1|Yes|20|17|2|3|17|14|5|15|No
637|35|Travel_Frequently|Research & Development|25|Life Sciences|4|Female|3|1|Research Scientist|2|Divorced|2022|1|Yes|19|10|3|2|10|2|7|8|Yes
638|32|Non-Travel|Research & Development|1|Life Sciences|4|Male|3|1|Laboratory Technician|4|Divorced|2314|0|No|12|4|2|3|3|0|0|2|No
639|25|Travel_Rarely|Sales|4|Marketing|3|Male|2|2|Sales Executive|1|Married|4256|1|No|12|5|1|4|5|2|0|3|No
640|49|Travel_Rarely|Research & Development|1|Technical Degree|3|Female|3|1|Research Scientist|1|Married|3580|2|No|16|7|2|3|4|2|0|2|No
641|24|Non-Travel|Research & Development|4|Life Sciences|1|Male|2|1|Laboratory Technician|4|Married|3162|0|No|17|6|2|2|5|2|3|4|No
642|32|Travel_Frequently|Sales|5|Life Sciences|2|Male|3|2|Sales Executive|2|Married|6524|1|No|14|10|3|3|10|8|5|3|No
643|38|Travel_Rarely|Sales|9|Marketing|2|Male|2|1|Sales Representative|2|Married|2899|0|No|19|3|3|3|2|2|1|2|No
644|42|Travel_Rarely|Research & Development|3|Life Sciences|3|Female|4|2|Laboratory Technician|4|Married|5231|2|Yes|13|17|1|2|5|3|1|3|No
645|31|Travel_Rarely|Research & Development|11|Life Sciences|4|Male|3|1|Research Scientist|4|Married|2356|3|Yes|19|8|2|3|6|4|0|2|No
646|29|Travel_Rarely|Sales|1|Medical|2|Female|2|1|Sales Representative|3|Divorced|2800|6|Yes|19|5|3|3|3|2|0|2|Yes
647|53|Travel_Rarely|Sales|8|Marketing|1|Male|3|4|Sales Executive|4|Married|11836|5|No|14|28|3|3|2|0|2|2|No
648|35|Travel_Rarely|Research & Development|25|Technical Degree|4|Male|2|3|Manufacturing Director|2|Married|10903|3|No|16|16|2|3|13|10|4|8|No
649|37|Travel_Frequently|Sales|21|Medical|3|Female|3|1|Sales Representative|4|Married|2973|5|No|15|10|3|3|5|4|0|0|No
650|53|Travel_Rarely|Research & Development|23|Life Sciences|4|Female|3|4|Research Director|4|Single|14275|6|No|18|33|0|3|12|9|3|8|No
651|43|Travel_Frequently|Research & Development|1|Life Sciences|4|Female|3|2|Healthcare Representative|4|Married|5562|4|No|13|12|2|2|5|2|2|2|No
652|47|Travel_Rarely|Sales|2|Marketing|3|Female|3|2|Sales Executive|4|Married|4537|0|Yes|22|8|2|3|7|6|7|7|No
653|37|Non-Travel|Sales|19|Medical|1|Male|3|3|Sales Executive|2|Single|7642|1|Yes|13|10|2|3|10|0|0|9|No
654|50|Non-Travel|Research & Development|2|Life Sciences|1|Male|3|4|Manager|1|Divorced|17924|1|No|11|31|3|3|31|6|14|7|No
655|39|Travel_Rarely|Human Resources|2|Life Sciences|4|Female|2|2|Human Resources|4|Married|5204|8|No|11|13|2|3|5|4|0|4|No
656|33|Travel_Rarely|Human Resources|3|Human Resources|4|Male|3|1|Human Resources|2|Divorced|2277|3|Yes|11|7|4|4|4|3|0|3|No
657|32|Travel_Rarely|Research & Development|25|Life Sciences|1|Male|3|1|Laboratory Technician|4|Single|2795|1|Yes|24|1|2|1|1|0|0|1|Yes
658|29|Travel_Rarely|Research & Development|7|Medical|1|Female|2|1|Laboratory Technician|4|Divorced|2532|6|No|14|8|5|3|4|3|0|3|No
659|44|Travel_Rarely|Research & Development|9|Life Sciences|2|Male|3|1|Research Scientist|1|Married|2559|1|Yes|13|8|0|3|8|7|7|1|No
660|28|Travel_Rarely|Sales|5|Medical|1|Male|3|2|Sales Executive|4|Single|4908|1|No|14|4|3|3|4|2|0|2|No
661|58|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|2|1|Laboratory Technician|4|Divorced|2380|9|Yes|14|3|3|2|1|0|0|0|Yes
662|43|Travel_Rarely|Research & Development|8|Life Sciences|1|Female|3|2|Manufacturing Director|2|Divorced|4765|4|No|21|4|2|4|1|0|0|0|No
663|20|Travel_Rarely|Sales|2|Medical|3|Female|2|1|Sales Representative|3|Single|2044|1|No|13|2|3|2|2|2|0|2|Yes
664|21|Travel_Rarely|Research & Development|18|Other|4|Female|3|1|Research Scientist|4|Single|2693|1|No|19|1|3|2|1|0|0|0|Yes
665|36|Travel_Rarely|Research & Development|14|Life Sciences|3|Male|3|2|Healthcare Representative|4|Married|6586|0|Yes|17|17|2|2|16|8|4|11|No
666|47|Travel_Rarely|Sales|2|Life Sciences|4|Female|2|1|Sales Representative|4|Single|3294|1|Yes|18|3|3|2|3|2|1|2|No
667|22|Travel_Rarely|Research & Development|3|Life Sciences|2|Female|3|2|Manufacturing Director|3|Married|4171|0|Yes|19|4|3|4|3|2|0|2|Yes
668|41|Travel_Rarely|Research & Development|2|Life Sciences|2|Female|1|1|Laboratory Technician|4|Divorced|2778|4|Yes|13|10|1|2|7|7|1|0|Yes
669|28|Travel_Rarely|Research & Development|9|Medical|3|Female|3|1|Research Scientist|3|Divorced|2377|5|No|18|6|2|3|2|2|2|2|No
670|39|Travel_Rarely|Research & Development|6|Medical|4|Male|3|1|Laboratory Technician|1|Married|2404|7|Yes|21|8|2|1|2|2|2|2|Yes
671|27|Travel_Rarely|Research & Development|4|Life Sciences|2|Female|3|1|Research Scientist|3|Single|2318|1|No|19|1|2|3|1|1|0|0|No
672|34|Travel_Rarely|Research & Development|10|Life Sciences|2|Male|3|1|Laboratory Technician|2|Divorced|2008|1|No|14|1|3|3|1|0|1|0|No
673|42|Travel_Rarely|Sales|14|Medical|3|Female|2|2|Sales Executive|3|Single|6244|7|No|17|10|6|3|5|4|0|3|No
674|33|Travel_Rarely|Research & Development|1|Other|3|Male|2|1|Research Scientist|1|Single|2799|3|Yes|11|6|1|3|3|2|0|2|No
675|58|Travel_Rarely|Research & Development|5|Technical Degree|3|Female|2|3|Healthcare Representative|2|Divorced|10552|2|Yes|13|24|3|3|6|0|0|4|No
676|31|Travel_Rarely|Sales|7|Life Sciences|2|Male|2|1|Sales Representative|3|Married|2329|3|No|15|13|2|4|7|7|5|2|No
677|35|Travel_Rarely|Research & Development|21|Life Sciences|4|Female|3|2|Healthcare Representative|4|Married|4014|1|Yes|25|10|2|1|10|6|0|7|No
678|49|Travel_Rarely|Research & Development|8|Other|1|Female|3|3|Laboratory Technician|2|Married|7403|4|No|11|29|3|2|26|9|1|7|No
679|48|Travel_Rarely|Research & Development|20|Medical|4|Male|3|1|Research Scientist|3|Married|2259|4|No|17|13|2|2|0|0|0|0|No
680|31|Non-Travel|Sales|20|Marketing|4|Female|3|2|Sales Executive|3|Married|6932|1|No|13|9|2|2|9|8|0|0|No
681|36|Travel_Rarely|Research & Development|7|Other|2|Male|3|1|Research Scientist|4|Single|4678|2|No|18|8|6|3|6|2|0|1|No
682|38|Travel_Rarely|Research & Development|1|Technical Degree|4|Female|3|3|Research Director|1|Married|13582|1|No|13|15|3|3|15|12|5|11|No
683|32|Non-Travel|Research & Development|1|Life Sciences|3|Female|2|1|Laboratory Technician|2|Married|2332|6|No|20|5|3|3|3|0|0|2|No
684|25|Travel_Rarely|Sales|19|Marketing|3|Male|2|1|Sales Representative|2|Married|2413|1|Yes|18|1|2|3|1|0|0|0|Yes
685|40|Travel_Rarely|Sales|10|Marketing|1|Male|2|3|Sales Executive|2|Divorced|9705|2|No|12|11|2|2|1|0|0|0|No
686|26|Travel_Frequently|Sales|1|Medical|3|Male|2|2|Sales Executive|1|Single|4294|1|No|12|7|2|3|7|7|0|7|No
687|41|Travel_Rarely|Research & Development|6|Medical|4|Male|3|1|Laboratory Technician|1|Single|4721|2|Yes|13|20|3|3|18|13|2|17|No
688|36|Travel_Rarely|Research & Development|2|Medical|3|Male|3|1|Laboratory Technician|3|Single|2519|4|No|21|16|6|3|11|8|3|9|No
689|19|Travel_Rarely|Sales|21|Other|4|Male|2|1|Sales Representative|2|Single|2121|1|Yes|13|1|3|4|1|0|0|0|Yes
690|20|Travel_Rarely|Research & Development|4|Technical Degree|1|Male|3|1|Laboratory Technician|1|Single|2973|1|No|19|1|2|3|1|0|0|0|Yes
691|31|Travel_Rarely|Research & Development|12|Medical|4|Female|3|2|Healthcare Representative|4|Married|5855|0|Yes|11|10|2|1|9|7|8|5|No
692|40|Travel_Frequently|Research & Development|9|Medical|4|Male|3|1|Research Scientist|2|Divorced|3617|8|Yes|14|3|2|3|1|1|0|0|No
693|32|Travel_Rarely|Research & Development|3|Medical|3|Female|3|2|Manufacturing Director|1|Married|6725|1|No|12|8|2|4|8|7|6|3|No
694|36|Travel_Rarely|Sales|3|Life Sciences|3|Male|2|3|Sales Executive|4|Married|10325|1|Yes|11|16|6|3|16|7|3|7|Yes
695|33|Travel_Rarely|Research & Development|1|Life Sciences|2|Female|2|2|Healthcare Representative|4|Single|6949|0|No|14|6|3|3|5|0|1|4|No
696|37|Travel_Rarely|Sales|1|Life Sciences|1|Male|2|3|Sales Executive|3|Married|10609|5|No|11|17|2|1|14|1|11|7|Yes
697|45|Non-Travel|Research & Development|4|Life Sciences|3|Male|3|2|Laboratory Technician|2|Married|4447|1|No|12|9|5|2|9|7|0|8|No
698|29|Travel_Frequently|Sales|20|Technical Degree|3|Female|3|1|Sales Representative|4|Married|2157|1|No|15|3|5|3|3|1|0|2|No
699|35|Travel_Rarely|Sales|18|Medical|3|Female|3|2|Sales Executive|3|Married|4601|1|No|16|5|3|3|5|2|1|0|No
700|52|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|3|4|Manager|4|Married|17099|2|No|15|26|2|2|9|8|7|8|No
701|58|Travel_Rarely|Research & Development|2|Technical Degree|4|Male|3|1|Research Scientist|3|Single|2479|4|No|24|7|4|3|1|0|0|0|Yes
702|53|Travel_Rarely|Sales|2|Medical|3|Male|3|4|Manager|3|Divorced|14852|6|No|13|22|3|4|17|13|15|2|No
703|30|Travel_Rarely|Sales|8|Other|3|Male|3|3|Sales Executive|3|Divorced|7264|5|No|11|10|2|4|8|4|7|7|No
704|38|Non-Travel|Sales|10|Technical Degree|3|Female|3|2|Sales Executive|4|Single|5666|1|Yes|13|6|1|3|5|3|1|3|No
705|35|Travel_Rarely|Sales|3|Life Sciences|4|Male|3|3|Sales Executive|4|Divorced|7823|6|No|13|12|2|3|10|9|0|8|No
706|39|Travel_Rarely|Sales|2|Life Sciences|1|Male|4|3|Sales Executive|3|Single|7880|0|No|18|9|3|3|8|7|0|7|No
707|40|Non-Travel|Sales|24|Life Sciences|2|Female|4|4|Sales Executive|2|Single|13194|4|Yes|16|22|2|2|1|0|0|0|Yes
708|47|Travel_Frequently|Research & Development|16|Medical|3|Male|4|2|Manufacturing Director|3|Divorced|5067|1|Yes|19|20|3|4|19|10|2|7|No
709|36|Non-Travel|Sales|8|Technical Degree|1|Male|3|2|Sales Executive|4|Divorced|5079|4|No|13|12|3|3|7|7|0|7|No
710|31|Non-Travel|Research & Development|9|Medical|3|Male|2|1|Research Scientist|1|Single|2321|0|Yes|22|4|0|3|3|2|1|2|Yes
711|33|Non-Travel|Sales|17|Life Sciences|4|Male|3|4|Manager|3|Single|17444|1|No|11|10|2|3|10|8|6|0|No
712|29|Travel_Rarely|Research & Development|10|Life Sciences|4|Female|2|1|Research Scientist|1|Single|2404|6|Yes|20|3|5|3|0|0|0|0|Yes
713|33|Travel_Rarely|Research & Development|13|Life Sciences|2|Female|3|1|Research Scientist|4|Single|3452|3|No|18|5|4|3|3|2|0|2|No
714|45|Travel_Rarely|Research & Development|1|Medical|4|Female|3|1|Laboratory Technician|4|Divorced|2270|3|No|14|8|2|3|5|3|0|2|No
715|50|Travel_Rarely|Research & Development|1|Medical|4|Male|3|4|Research Director|4|Divorced|17399|9|No|22|32|1|2|5|4|1|3|No
716|33|Travel_Frequently|Research & Development|1|Other|3|Female|4|2|Healthcare Representative|2|Married|5488|1|Yes|13|6|2|3|6|5|1|2|No
717|41|Travel_Frequently|Research & Development|9|Medical|1|Male|3|5|Research Director|3|Divorced|19419|2|No|17|21|2|4|18|16|0|11|No
718|27|Travel_Rarely|Research & Development|16|Technical Degree|3|Female|3|1|Laboratory Technician|2|Married|2811|9|No|14|4|2|3|2|2|2|2|No
719|45|Non-Travel|Research & Development|23|Life Sciences|4|Male|3|2|Laboratory Technician|1|Married|3633|1|Yes|15|9|2|3|9|8|0|8|No
